rep001_seed2026	Fusobacterium_B,51-20,CAG-127,UBA1829,Pantoea,UMGS1826,CAG-488,UMGS1224,Eubacterium_T,Lachnoclostridium_A,Yokenella,Butyrivibrio_A,UBA738,UBA3766,Ruminococcus_C,UMGS1994,Schaedlerella,UMGS1472,UMGS1795,AM51-8,SFLA01,Muribaculum,Lentilactobacillus,Anaerosacchariphilus,Firm-11,UMGS1518,Stomatobaculum,Citrobacter_A,F0422,UMGS1976,Eubacterium_I,QAKW01,UMGS1851,Roseburia,CAG-217,UBA1740,UMGS1633,Lachnoclostridium,TM7x,SFFS01,UMGS1933,CAG-882,UBA3818,NSJ-38,Acetatifactor,CAG-177,CAAEEV01,CAG-632,NC2004,Longicatena,Terrisporobacter,UMGS902,Cedecea,Atlantibacter,UBA10281,CAG-451,HGM13233,Citrobacter,Duncaniella,Lancefieldella,Hafnia,Eggerthella,UMGS1477,UMGS1670,MGYG000004172,MGYG000004029,UMGS1572,Hungatella,UMGS1388,UBA3282,Ellagibacter,CAG-964,UBA7160,Frisingicoccus,CACZQA01,UMGS966,Succinivibrio,RUG806,NSJ-50
rep002_seed2027	CAG-390,UMGS1293,Citrobacter_B,UBA5026,Catenibacterium,Slackia,UMGS1663,SFMI01,UMGS1418,Amulumruptor,GCA-900066135,Niameybacter,Clostridium_AQ,Anaerosacchariphilus,UBA10677,An92,D5,AM07-15,Enterocloster,CAG-170,Phocea,UBA3263,QAMH01,Murdochiella,MGYG000004547,CAG-964,Ruminococcus_D,MGYG000002075,Enterococcus_D,CAG-312,UMGS403,Enterococcus,Mitsuokella,Cedecea,Fannyhessea,UMGS1696,Ruminococcus_E,UBA4716,MGYG000004127,SFEL01,Campylobacter_A,Negativicoccus,UBA5416,Gabonibacter,CAG-83,UBA2821,RUG11200,UBA1375,UBA1691,HGM12789,CAG-95,Gastranaerophilus,Bacillus_A,Stomatobaculum,Enterobacter_D,Franconibacter,Caecibacter,SFTJ01,HGM12814,AF33-28,UMGS1865,UMGS1613,RUG131,UBA11452,TWA4,CHH4-2,Coprobacter,Intestinibacter,Dysosmobacter,Dysgonomonas,RF16,MGYG000004094,Firm-11,Lachnoclostridium,Muricomes,UMGS1397,UBA11512,Paenibacillus,UBA3631
rep003_seed2028	MGYG000002683,Amedibacillus,HGM11788,Ruminococcus_C,Eubacterium_J,Coprococcus_A,CAG-177,CAG-1427,MGYG000002696,UBA1711,Bifidobacterium,GCA-900066135,UMGS882,RUG131,Anaerosacchariphilus,Oscillibacter,CAG-882,UBA1206,CAG-521,Anaeroglobus,MGYG000000390,AF33-28,RUG572,CAG-488,UBA2882,RUG12045,Anaerosporobacter,Acutalibacter,Coprococcus,Duodenibacillus,HGM11523,UBA5920,RUG13868,UBA4285,UMGS1975,CAG-269,NK4A136,Morganella,MGYG000000425,UMGS692,MGYG000004171,UMGS1889,QAMM01,Caproiciproducens,Butyricimonas,Treponema_D,CAG-762,Lawsonibacter,UMGS1781,UMGS1251,Desulfovibrio,Phocea,UMGS856,HGM11530,Terrisporobacter,Pauljensenia,Eubacterium_I,Haemophilus,MGYG000004172,Peptococcus,Evtepia,UBA1777,CAG-411,CAG-273,CAG-81,CABIZH01,CAG-510,Peptacetobacter,QALS01,Massilioclostridium,UBA5394,Bacillus_A,Prevotellamassilia,PeH17,UBA5026,Flavonifractor,UMGS1820,HGM12789,MGYG000000346
rep004_seed2029	HGM11417,CAG-877,Caproiciproducens,Robinsoniella,UMGS1613,MGYG000003945,Slackia,MGYG000004029,RUG572,UMGS1601,UMGS1600,MGYG000000456,RUG13868,Christensenella,Anaerosalibacter,Bacillus_J,Mitsuokella,UBA4871,Peptostreptococcus,UMGS599,UBA9475,Massilimaliae,Escherichia,Methanosphaera,RUG11200,Pygmaiobacter,Tidjanibacter,Intestinimonas,Terrisporobacter,UBA5920,UBA9502,UBA4372,UMGS882,Aggregatibacter,UBA7057,UBA11471,Duncaniella,UBA11524,Ruminococcus_D,CAG-245,Dialister,Chimaeribacter,UMGS1326,Bacillus_A,43-108,AM07-15,Actinomyces,CAG-492,CAG-449,Dysgonomonas,CAG-110,Ruminiclostridium_E,Limosilactobacillus,UMGS1603,Phocaeicola,MGYG000003305,Superficieibacter,Fournierella,Paraprevotella,UMGS1388,UBA2856,Yersinia,Peptoniphilus_C,UBA6382,UBA6984,UBA3631,Acetivibrio_A,MGYG000002053,MGYG000000346,UMGS1537,CAG-465,CAG-274,MGYG000004874,UBA4716,CAG-41,CAG-83,CAG-273,UMGS1004,Lawsonella
rep005_seed2030	MGYG000003945,RUG131,UBA3631,Enterococcus_D,UBA644,Bacteroides,Dysosmobacter,UMGS1601,HGM13634,Longibaculum,UMGS911,HGM11588,UBA1820,Clostridium_X,Lachnoclostridium_A,Anaeromassilibacillus,HGM12587,Evtepia,UBA1740,CAG-1000,MGYG000000286,SFGY01,Weissella,RUG472,SFHK01,Vibrio,HGM11372,BX12,Fusobacterium_C,Niameybacter,Christensenella,Hydrogeniiclostridium,MGYG000004874,Morganella,Butyricimonas,Pygmaiobacter,CAG-492,UBA11524,CACZQA01,Megasphaera,UMGS1307,UBA1409,UBA1181,UBA4871,Porphyromonas,CAG-488,MGYG000004380,Romboutsia,MGYG000002053,Robinsoniella,Coprococcus_A,UMGS1532,Epilithonimonas,UMGS1781,Lacticaseibacillus,HGM13222,Enteroscipio,UBA5026,Rikenella,CAG-180,Emergencia,UMGS263,UMGS1338,UBA7748,SFMI01,Clostridium_A,Gordonibacter,Veillonella,Campylobacter_B,KLE1615,CAG-354,UMGS75,Zag1,Phocaeicola,Paraclostridium,Longicatena,Mobiluncus,UBA1777,Eubacterium_F
rep006_seed2031	Haemophilus_A,UBA4334,UMGS363,UBA1685,CAG-724,UMGS1864,Klebsiella_A,UMGS1487,An172,TWA4,Alloscardovia,Mediterraneibacter_A,Gordonibacter,CAG-1427,Granulicatella,Faecalimonas,CAG-762,Fournierella,CAG-115,RUG100,UBA1234,UMGS172,Raoultibacter,Anaerostipes,An181,Prevotella,CAG-238,Absicoccus,VUNA01,S5-A14a,Negativicoccus,CAG-451,SFGY01,Pediococcus,Dialister,Firm-11,Neobittarella,UBA7597,Mesosutterella,Enterococcus_D,Mobiluncus,Haemophilus,Pseudobutyrivibrio,Pyramidobacter,UBA1711,CAG-303,F0040,Enterobacter_D,Leminorella,Rubneribacter,CAG-177,CAG-449,Mobilibacterium,Sellimonas,Merdimonas,Enterobacter,Cedecea,Phytobacter,Longicatena,UBA3282,UMGS1225,Anaerotruncus,Bilophila,UMGS973,CAG-217,Sporanaerobacter,UMGS1883,Sutterella,WG-1,MGYG000004029,UBA866,CAG-448,HGM11616,Paramuribaculum,MGYG000002010,UBA7102,Ruminococcus_C,Atlantibacter,Olsenella
rep007_seed2032	UBA3818,UBA1777,CAG-460,CAG-484,UBA10677,UMGS1537,F23-B02,UBA4372,Enterobacter,HGM10836,UMGS263,Oxalobacter,QAKW01,Aggregatibacter,Bacilliculturomica,CAG-485,Alistipes_A,UBA7702,UBA11774,UMGS1864,CAG-831,RUG11198,Anaeroglobus,Ruminococcus_A,HGM11525,Robinsoniella,Lagierella,Catenibacillus,UBA1409,Eubacterium_I,UMGS599,HGM11327,HGM11588,RUG14107,UMGS1397,UBA1259,Lachnoanaerobaculum,Christensenella,Peptacetobacter,CAG-273,UBA2821,Oribacterium,CAG-882,QAKD01,MGYG000000728,Ralstonia,Lactococcus,QANA01,HGM12789,NK4A136,UMGS1572,HGM13233,Paraeggerthella,Pantoea,Faecalibacterium,UMGS1668,CAG-279,Fusobacterium_B,Citrobacter_B,UMGS1994,Terrisporobacter,MGYG000002685,Gemella,UBA1822,UBA3388,CAG-510,Neisseria,Faecalibacillus,UMGS1484,UMGS1326,UBA4334,CAG-724,UMGS973,CAG-791,CAG-594,Enterocloster,Gemmiger,UMGS1293,Nitratidesulfovibrio
rep008_seed2033	UBA1234,Ruminiclostridium_E,MGYG000000286,Slackia,RUG14107,Weimerbacter,Anaerosalibacter,Fusobacterium,Anaerosacchariphilus,BX12,UBA5809,UBA11512,UMGS1810,Borkfalkia,UMGS1109,Mesosutterella,UMGS1307,Desulfovibrio,Ralstonia,Campylobacter_A,MGYG000002575,Cronobacter,Eikenella,Alistipes,CAG-448,Leptotrichia,CAG-1427,Serratia,Oribacterium,CAG-95,Faecalicoccus,Clostridium_N,RUG705,Moellerella,PeH17,Bacteroides,Proteus,Paenibacillus,Mailhella,Edwardsiella,CAG-462,UBA5416,UMGS363,Enterobacter_D,MGYG000004094,Staphylococcus,CAG-41,Anaeroplasma,UBA2883,Frisingicoccus,SFTJ01,CAG-279,RUG572,MGYG000002758,QAMM01,Enterococcus,UBA2856,MGYG000001871,Robinsoniella,UMGS1375,UMGS1613,Dorea_B,CAG-510,UBA9414,Stomatobaculum,Harryflintia,MGYG000004850,Coprococcus_A,NC2004,Terrisporobacter,CAG-484,Clostridium_AP,UBA4285,Oxalobacter,Psychrobacillus,Collinsella,CAG-710,Butyricicoccus,HGM11788
rep009_seed2034	F0040,Fusobacterium_A,CAG-349,Mesosutterella,CAG-590,ER4,UMGS1326,An181,Dysosmobacter,Anaerostipes,KM106-2,CAG-617,SFVR01,UBA1206,Intestinimonas,UMGS1600,QANA01,Phil1,QAKS01,Erysipelatoclostridium,Lactococcus,UMGS2055,Neisseria,MGYG000001903,Rikenella,Oribacterium,Holdemanella,Pyramidobacter,Allisonella,CAG-1000,UMGS1880,UBA6857,Murdochiella,Garciella,MGYG000000574,Granulicatella,Bacteroides_F,Barnesiella,Paenibacillus_A,UMGS1865,UBA1390,TF01-11,UBA1685,HGM13010,Clostridium_X,UMGS1491,Amulumruptor,CAG-462,CAG-603,Pseudobutyrivibrio,Enterobacter,QAKW01,Phascolarctobacterium_A,UMGS1670,CAG-279,Catenibacterium,Lactobacillus,Emergencia,Ruthenibacterium,Pediococcus,CAG-631,Bacilliculturomica,UBA4855,HGM11327,Butyricimonas,Stomatobaculum,Duodenibacillus,Prevotella,Coprobacter,UMGS856,Aggregatibacter,HGM11588,HGM12789,CAG-56,UMGS1839,Clostridium_A,UMGS973,UBA1191,Providencia
rep010_seed2035	UBA1206,BX12,CAG-533,Bacillus_J,Holdemanella,UMGS1293,Mitsuokella,Murimonas,HGM12713,HGM11523,Ruminococcus_F,CAG-288,UBA1691,UBA7173,UMGS1338,Clostridium,Oscillibacter,HGM11808,Leptotrichia,UBA1731,Mailhella,UMGS1537,Borkfalkia,UBA11512,NC2004,RUG100,Blautia,UMGS1889,CAG-312,UMGS1326,MGYG000002075,QANG01,CAG-462,NSJ-62,Parolsenella,Romboutsia,SFJ001,CAG-279,Merdimonas,CAG-145,UBA9502,UMGS1603,Olsenella_B,UBA5905,RUG472,UMGS2055,UMGS680,Blautia_A,Treponema_D,CAG-449,CACZQA01,KM106-2,Pyramidobacter,UBA1259,CAG-710,Parabacteroides,Turicimonas,TM7x,Pseudomonas_R,Dorea_A,UMGS1591,CAG-302,UMGS1474,Haemophilus_A,Ruminococcus_G,Lacticaseibacillus,Weimerbacter,UBA1394,CAAHEQ01,UBA7185,Succiniclasticum,Anaerosporobacter,QANA01,MGYG000000387,Paenibacillus,Amedibacterium,Proteus,UBA2883,UMGS1865
