rep001_seed2026	MGYG000000574,MGYG000001979,MGYG000003308,Haemophilus_D parainfluenzae_J,Enorma massiliensis,Lactobacillus gallinarum,Bacteroides sp900766195,MGYG000003980,Muribaculum sp001701195,Alistipes senegalensis,CAG-762 sp900551315,QALS01 sp900555925,CAG-1427 sp000435675,Kluyvera ascorbata,MGYG000002112,Prevotella veroralis,Odoribacter sp900544025,CAG-110 sp900540635,Ellagibacter sp900554945,UBA5446 sp900546615,Collinsella sp900762015,Bifidobacterium ruminantium,MGYG000004174,Acutalibacter sp900755895,Coprobacter fastidiosus,CAG-313 sp000433035,QALS01 sp900552625,Weizmannia coagulans,Dysosmobacter sp900550685,QANA01 sp003149735,MGYG000004133,Streptococcus gordonii,Alistipes sp900546065,UMGS1370 sp900542035,Phocaeicola sp902388365,MGYG000001205,CAG-354 sp900555085,Pseudescherichia sp002298805,MGYG000003323,GCA-900066495 sp900545985,MGYG000004793,MGYG000002604,Eubacterium_G sp000435815,Firm-11 sp004556545,Collinsella sp008014645,Peptoniphilus_A sp900538655,UBA866 sp900543295,RUG14107 sp900772685,Acinetobacter baumannii,HGM13233 sp900762805,MGYG000004094,MGYG000001958,Dialister invisus,UBA1394 sp900538575,Odoribacter massiliensis,MGYG000003109,CAG-95 sp900554925,MGYG000001792,Phocaeicola sp000432735,MGYG000004180,MGYG000001844,Collinsella sp900767675,Enterocloster clostridioformis_A,MGYG000002045,CAG-485 sp900547755,CAG-110 sp000434635,Citrobacter_A sp009363175,MGYG000002623,CAG-115 sp000432175,Sutterella wadsworthensis,Turicimonas sp900542195,Eubacterium_R sp900555015,MGYG000002921,MGYG000004161,Eikenella corrodens,KLE1615 sp900066985,MGYG000003719,Evtepia sp004554585,Adlercreutzia celatus_A
rep002_seed2027	Dialister sp900543165,UMGS1623 sp900553525,CAG-873 sp900550395,MGYG000000795,Paramuribaculum sp900760855,RC9 sp001915575,MGYG000003050,Sutterella seckii_A,MGYG000002229,Anaerotignum faecicola,F0040 sp900095835,Ruminococcus_E sp003526955,Phocea massiliensis,Olsenella_E sp003609875,CAG-177 sp900770255,CAG-83 sp900550615,Faecalibacterium prausnitzii_G,Collinsella sp900549715,Gastranaerophilus phascolarctosicola,Collinsella sp900544135,MGYG000003884,UMGS1889 sp900556055,MGYG000003861,Megasphaera massiliensis,UMGS911 sp900546695,Alistipes sp900769745,Collinsella sp900552145,UBA9502 sp900770535,Enterococcus_G italicus,CAG-81 sp900066535,MGYG000004061,MGYG000002921,CAG-831 sp000432775,Citrobacter werkmanii,Phocaeicola sp900542985,Blautia_A sp900548245,Frisingicoccus caecimuris,Lachnoanaerobaculum umeaense,Collinsella sp900541185,Faecalimonas sp900551895,Citrobacter portucalensis,Ruminococcus_C sp900545285,Lawsonibacter sp003478995,Dialister sp900543455,Dialister sp900545785,Bacteroides sp900761785,HGM12814 sp900770165,MGYG000004775,Ruthenibacterium sp900546885,CAG-83 sp900549395,Oribacterium sp900772695,Blautia sp900555025,MGYG000001844,Phocaeicola sartorii,MGYG000004669,Megamonas funiformis,Prevotella sp900290275,Oribacterium sp900770445,UBA9502 sp900540335,Gabonibacter massiliensis,Butyricicoccus pullicaecorum,Prevotella bergensis,MGYG000004590,Pauljensenia sp000758755,Lawsonibacter sp900066825,Prevotella bivia,MGYG000003895,Collinsella sp900541475,Butyricimonas faecalis,Intestinimonas butyriciproducens,Faecalibacterium prausnitzii_C,Blautia sp900547685,MGYG000002702,Ruminococcus_E bromii_A,Akkermansia sp004167605,CAG-495 sp900551585,CAG-83 sp900756715,SFEL01 sp004557245,MGYG000004890
rep003_seed2028	MGYG000001642,Weissella confusa,MGYG000004197,Ruminococcus_C callidus,Marvinbryantia sp014385005,MGYG000003822,MGYG000000557,Prevotella melaninogenica,Blautia_A obeum,F0040 sp900095835,MGYG000002610,Collinsella sp900758845,Phocea massiliensis,MGYG000004004,MGYG000004874,MGYG000002223,Oxalobacter sp900760095,Lacrimispora sp902363735,43-108 sp001915545,MGYG000001858,UBA1777 sp900547315,HGM14224 sp900761905,CAG-475 sp900547975,Veillonella sp900552715,Salmonella enterica,Moellerella wisconsensis,MGYG000001811,Clostridium_AQ sp003481775,MGYG000004135,SFEL01 sp004557245,Agathobaculum sp900544475,Alistipes_A sp900539755,Turicibacter sp001543345,Firm-11 sp900550955,Edwardsiella tarda,UMGS1384 sp900551265,CAG-272 sp000433515,Phocaeicola coprocola,Eubacterium_R sp900555015,Prevotella sp002299635,MGYG000001075,Collinsella sp900760905,AM51-8 sp900761925,Lawsonibacter sp900550705,Peptacetobacter sp900539645,MGYG000004172,MGYG000001575,Blautia sp000432195,Chimaeribacter arupi,CAG-170 sp900549635,Streptococcus agalactiae,MGYG000001861,CAG-312 sp002437405,CAG-238 sp900754805,Veillonella sp900552445,MGYG000004085,MGYG000004161,MGYG000003969,MGYG000004531,Duodenibacillus sp003472385,MGYG000002151,MGYG000003294,D5 sp900113995,Emergencia sp900551775,Enterocloster asparagiformis,Collinsella sp900553935,MGYG000000334,CAG-390 sp000437015,MGYG000003855,MGYG000004607,UBA5905 sp004558485,Collinsella sp900552705,Robinsoniella sp900555455,UBA7102 sp900760085,Megasphaera elsdenii,Holdemanella sp900547815,MGYG000002058,Blautia_A sp900066505,MGYG000004481
rep004_seed2029	UMGS1322 sp900550765,Enterobacter mori,MGYG000000761,Phocaeicola coprocola,UBA1259 sp003523255,MGYG000003509,Muricomes contortus_B,MGYG000001979,Limosilactobacillus vaginalis_A,Anaerococcus jeddahensis,Pseudomonas aeruginosa,Moellerella wisconsensis,Bacteroides sp902362375,Collinsella sp900544235,V9D3004 sp900760345,CAG-485 sp900554345,Lancefieldella sp000564995,MGYG000003778,Ligilactobacillus ruminis,Bacteroides neonati,MGYG000002626,MGYG000004365,CAG-103 sp900543625,UBA737 sp900754145,Enterobacter bugandensis,Acinetobacter mesopotamicus,CAG-484 sp900554385,Butyricicoccus_A sp002395695,Bacteroides faecis,Prevotella sp900551985,MGYG000000752,Extibacter sp001185345,MGYG000001811,Parabacteroides sp900770835,ER4 sp900550165,UMGS1781 sp900554635,Desulfovibrio legallii,UBA10281 sp900548285,MGYG000004721,MGYG000001916,MGYG000002150,MGYG000004169,CAG-964 sp000435335,Blautia sp900555025,Megasphaera sp000417505,MGYG000001906,CAG-269 sp000438255,Veillonella sp900545205,Paramuribaculum sp900546365,Bulleidia sp900554555,Collinsella sp900551815,Prevotella sp900770845,UMGS1279 sp900761625,UMGS1994 sp900553945,Dysgonomonas sp900556485,Prevotella sp003447235,MGYG000004885,MGYG000003175,Prevotella sp900545525,MGYG000003876,UMGS1901 sp900553755,UMGS1670 sp902406135,Finegoldia magna,MGYG000004608,MGYG000003948,Collinsella sp900544725,ER4 sp003522105,Streptococcus lutetiensis,Collinsella sp900554985,MGYG000001028,Alistipes sp900290115,MGYG000000505,UBA7102 sp900760085,RC9 sp900771005,Pauljensenia sp000411415,Megasphaera sp900540735,MGYG000003112,Firm-11 sp900548145,MGYG000000759
rep005_seed2030	MGYG000004560,Collinsella sp900761155,Collinsella sp003487125,Collinsella sp900543605,Collinsella sp900552145,Faecalibacterium prausnitzii_M,Ruminiclostridium_E sp900556525,MGYG000004590,UMGS1002 sp900547565,Peptostreptococcus russellii_A,Eubacterium_R sp002493325,MGYG000004718,CAG-269 sp900554565,MGYG000000735,MGYG000000760,CAG-1427 sp900538545,MGYG000000413,MGYG000003728,Alistipes sp900768045,Proteus vulgaris,UBA7182 sp003481535,Veillonella_A sp900765165,Collinsella sp900545835,SFFH01 sp900548125,CAG-127 sp900553925,Bulleidia moorei,MGYG000004853,Scardovia wiggsiae,Anaeroglobus geminatus,UBA1685 sp002320595,Bacteroides oleiciplenus,Firm-11 sp900548145,CAG-510 sp000434615,Collinsella sp900554465,Pauljensenia sp000758755,ER4 sp900546295,Collinsella sp900756725,Gordonibacter urolithinfaciens,CAG-110 sp900546415,F23-B02 sp002472405,Paramuribaculum sp900546365,Eubacterium_R sp000436835,Collinsella sp900541205,UMGS911 sp003343545,Lawsonibacter sp902363045,Blautia sp900543715,MGYG000004116,MGYG000004857,MGYG000000616,MGYG000000300,Ruminococcus_C callidus,UBA5026 sp900557305,Lactobacillus amylovorus,Peptacetobacter sp900539645,Roseburia intestinalis,Aggregatibacter segnis,Holdemania filiformis,Prevotella sp900556795,Lachnospira sp900316325,UBA1191 sp900543485,UBA11452 sp003526375,MGYG000003616,NSJ-63 sp014384805,UMGS973 sp900547295,Collinsella sp900545905,Bacteroides intestinalis,UBA1822 sp002314995,HGM11386 sp900761915,Psychrobacillus sp012843435,Parabacteroides sp900760525,Blautia sp900547685,MGYG000003319,UBA7173 sp900555165,Paraclostridium sordellii,TM7x sp900556355,MGYG000001028,Blautia_A wexlerae_B,Flavonifractor plautii,Neobittarella massiliensis
rep006_seed2031	Bariatricus comes,UBA4855 sp900540395,CAG-103 sp900757655,Clostridium_P perfringens,Morganella morganii_A,Terrisporobacter sp902363255,MGYG000000677,Bacteroides graminisolvens,Gabonibacter massiliensis,MGYG000000727,MGYG000000821,Aneurinibacillus aneurinilyticus,Ruminococcus_E sp003438075,Erysipelatoclostridium spiroforme,Angelakisella sp004557855,UMGS1532 sp900552605,Muricomes fissicatena_A,MGYG000003872,Evtepia sp004556345,Acinetobacter johnsonii,MGYG000001666,CAG-145 sp900754795,Phytobacter diazotrophicus,Dialister sp900765565,MGYG000002017,Desulfovibrio sp900540515,Eggerthella sp014287365,MGYG000004836,Senegalimassilia anaerobia,CAG-485 sp900547755,Alistipes sp900552955,UMGS1975 sp900556815,Dysgonomonas mossii,MGYG000001685,CAG-110 sp900769995,MGYG000001914,Acetatifactor sp900554205,Campylobacter_A concisus_R,Evtepia sp900758955,MGYG000003936,Hafnia paralvei,Lysinibacillus fusiformis_D,MGYG000003328,Firm-10 sp004552515,Veillonella_A seminalis,Acutalibacter sp900759575,GCA-900066135 sp900066135,MGYG000003021,Collinsella sp900552145,Phascolarctobacterium_A sp900552855,Akkermansia muciniphila_C,Parabacteroides sp900552415,Alistipes sp900541585,Hungatella sp005845265,MGYG000000450,Paraclostridium sordellii,Collinsella sp900550825,Enterobacter bugandensis,AM07-15 sp003477405,HGM13010 sp900754965,Granulicatella adiacens,Eubacterium_R sp003526845,Exiguobacterium sp003467445,Collinsella sp900544755,MGYG000004229,Blautia sp900753905,UMGS882 sp900546385,UMGS1253 sp900550065,UBA11471 sp000434215,CAG-127 sp900539705,MGYG000000547,PeH17 sp000435055,MGYG000004367,CAG-312 sp900760055,CAG-110 sp900540635,RUG572 sp900771305,MGYG000001643,Sutterella wadsworthensis_A,Prevotella intermedia
rep007_seed2032	UMGS1696 sp900554225,Duodenibacillus sp003472385,Catenibacterium sp900764725,Blautia hominis,Olsenella_E sp003609875,MGYG000000361,MGYG000004470,Catenibacterium sp900764565,Collinsella sp900541475,Collinsella aerofaciens_J,MGYG000003509,MGYG000004203,CAG-354 sp900555085,Desulfovibrio legallii,UBA4285 sp900545225,Prevotella sp002265625,RUG806 sp900313475,Haemophilus sp002998595,MGYG000000355,MGYG000004213,Acutalibacter sp000435395,Enterobacter cloacae_K,Collinsella sp900759335,UBA1259 sp003523255,Harryflintia acetispora,MGYG000001969,MGYG000001205,MGYG000000608,Dialister sp900538805,Intestinimonas butyriciproducens,QALR01 sp900542425,UBA1685 sp002320595,MGYG000004820,Paramuribaculum sp009775605,Odoribacter sp900541415,Alistipes_A sp900546005,RC9 sp900544195,MGYG000004427,Anaerostipes sp000508985,Lancefieldella sp902373375,UBA1777 sp900549865,Alistipes_A sp900539755,Collinsella sp900751755,UMGS902 sp900761025,Blautia_A sp900547615,Citrobacter europaeus,CAG-83 sp900552475,Enterobacter cancerogenus,Ruminococcus_D bicirculans,WG-1 sp900539665,Bifidobacterium ruminantium,UBA7173 sp001915385,Acutalibacter sp900759575,CAG-269 sp900553125,Prevotella sp900553595,MGYG000000733,Zag1 sp900769355,MGYG000001033,HGM10836 sp900772095,MGYG000004818,RC9 sp900546395,Eubacterium_G sp900548465,Terrisporobacter sp902363255,Muribaculum sp002473395,CAG-485 sp900759795,Collinsella sp003471585,Raoultibacter timonensis,MGYG000004699,MGYG000004848,Blautia sp002161285,Rothia mucilaginosa_B,Akkermansia sp004167605,Parabacteroides sp900552415,Akkermansia sp900548895,MGYG000001841,Bifidobacterium animalis,Slackia_A isoflavoniconvertens,MGYG000003897,Anaerosalibacter massiliensis
rep008_seed2033	UMGS1279 sp900761625,CAG-279 sp900541555,MGYG000002654,Lactobacillus apis,MGYG000004711,MGYG000004465,MGYG000004177,UBA1191 sp900545775,MGYG000002099,MGYG000002828,Porphyromonas_A sp900541275,MGYG000000210,Fusobacterium_C gonidiaformans,CAG-269 sp900555615,Blautia sp000432195,UMGS874 sp900546315,CAG-313 sp900539265,Megasphaera sp900548635,Anaerosacchariphilus sp900066385,MGYG000004180,MGYG000004634,Rothia dentocariosa,MGYG000001837,UBA9475 sp900549885,MGYG000004858,Anaerobutyricum sp002161065,Agathobaculum sp900291975,UMGS1820 sp900545865,Lachnoanaerobaculum orale,Catenibacterium sp900540665,MGYG000004233,MGYG000004037,Ruminiclostridium_E sp900556525,Haemophilus_D parainfluenzae,Longicatena caecimuris,Collinsella sp900551665,Haemophilus_A parahaemolyticus,Collinsella sp900542325,MGYG000004393,Alistipes onderdonkii,MGYG000002717,Collinsella sp000434535,MGYG000003895,Megasphaera sp902388315,MGYG000001195,SFVR01 sp900769035,MGYG000004680,UBA945 sp900549675,Parabacteroides sp900547435,Yersinia mollaretii,Ruminococcus_D bicirculans,MGYG000001858,CAG-1031 sp900752535,UBA1234 sp900765095,HGM13222 sp900757485,Prevotella corporis,MGYG000001588,UMGS911 sp900545935,Alistipes sp900542505,MGYG000003305,Eubacterium_R sp000434995,Alistipes sp900546065,Parabacteroides goldsteinii,MGYG000004710,UBA7173 sp001915385,Blautia hominis,Fournierella sp004558145,MGYG000002255,Acidaminococcus intestini,MGYG000000640,MGYG000004749,D5 sp900113995,Collinsella tanakaei,Phytobacter sp002377245,UMGS268 sp900540705,UMGS1537 sp900543695,Faecalibacterium prausnitzii_I,Megasphaera stantonii,Rothia sp001808955
rep009_seed2034	Veillonella_A seminalis,MGYG000001197,Arabia massiliensis,Providencia rettgeri,Alistipes sp900761235,Eubacterium_R sp900539325,MGYG000001582,MGYG000003840,MGYG000004590,MGYG000004247,Prevotella sp900765465,Lacrimispora sp902363835,Clostridium sp000435835,Prevotella sp900557405,UBA3388 sp900546465,MGYG000002204,MGYG000001568,Anaerostipes sp000508985,MGYG000004061,Cronobacter sakazakii,Dorea_A longicatena_B,UMGS263 sp900540535,MGYG000001028,MGYG000002706,Lacticaseibacillus paracasei,Clostridium_Q saccharolyticum_A,MGYG000004428,Klebsiella_A oxytoca,1XD42-69 sp014287635,UMGS1670 sp902406135,Raoultella ornithinolytica,Erysipelatoclostridium spiroforme,ER4 sp900317525,Eubacterium_M sp900540015,UMGS902 sp900546635,UMGS1820 sp900555375,Clostridium_P perfringens,Prevotella sp002481295,MGYG000003800,MGYG000000709,UMGS363 sp900543105,Prevotella sp900313215,MGYG000003934,Lachnospira sp003537285,MGYG000000643,CAG-354 sp900555085,Streptococcus mutans,MGYG000001879,MGYG000001137,CAG-822 sp000432855,UBA1191 sp900543485,Clostridium_E sporosphaeroides,MGYG000002743,MGYG000001575,Collinsella sp900762345,Coprococcus sp900066115,Muribaculum sp002358615,Merdibacter sp900543035,ER4 sp900546295,MGYG000001844,Acetatifactor sp900760705,UBA1691 sp900544375,Dysosmobacter sp900770295,CAG-170 sp900549635,SFFH01 sp900542445,Phocaeicola sartorii,MGYG000000594,Phocaeicola sp000434735,Lachnospira sp900772425,Clostridium_A leptum,MGYG000000616,Bacteroides intestinalis,MGYG000001921,Kluyvera sp902363335,Collinsella sp900757385,MGYG000002069,CAG-273 sp902406115,UMGS1590 sp900759105,MGYG000004722
rep010_seed2035	MGYG000002223,Acidaminococcus fermentans,Agathobacter sp900543445,Dialister sp900543165,Megamonas sp900554895,RC9 sp000434935,Campylobacter_A concisus_I,Coprococcus sp900761435,Prevotella sp900546575,MGYG000001826,CAG-269 sp003525075,Prevotella rara,Phascolarctobacterium_A sp900770955,Oxalobacter formigenes_B,Eubacterium_R sp900767025,MGYG000000210,Dialister sp900541605,CAG-877 sp900548695,CAG-145 sp900542295,UMGS1384 sp900551265,UBA10281 sp900767815,MGYG000002115,UBA1394 sp900066845,Slackia_A sp900553775,Ligilactobacillus ruminis,UMGS1397 sp900551425,MGYG000003914,Bifidobacterium pseudocatenulatum,UMGS1225 sp900549725,Dysosmobacter sp900544615,MGYG000000450,Fournierella massiliensis,Dysgonomonas sp900556485,Blautia_A sp900542045,UMGS995 sp900769695,CAG-170 sp003516765,Enterobacter sichuanensis,Dialister sp900759415,HGM12814 sp900770165,Rothia sp902373285,Collinsella sp900765115,Coprococcus sp000433075,Acetatifactor sp900066565,MGYG000003917,Marvinbryantia sp900544685,CAG-303 sp000437755,MGYG000003745,Collinsella sp900541055,Eubacterium_F sp000433735,Muricomes oroticus,Collinsella sp003458415,Parasutterella excrementihominis,Eubacterium_G sp000435815,Bacteroides stercorirosoris,CAG-485 sp900321585,MGYG000000746,Fusobacterium_A varium_A,UBA7488 sp002477185,Odoribacter splanchnicus,Roseburia intestinalis,Gemella morbillorum,CAAEEV01 sp900754955,CAG-115 sp003507295,Blautia coccoides,UBA9502 sp003478505,Veillonella sp900552715,MGYG000002204,UBA5809 sp002417965,Acidaminococcus massiliensis,TM7x sp900555885,Collinsella sp900545835,Eubacterium_M sp900540015,Fusobacterium animalis,CAG-877 sp900753325,MGYG000003923,Parvimonas sp001553085,Massilioclostridium coli,MGYG000002740,MGYG000003816
